 00:00:00.000000 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [S], seq 1852594190, win 65535, options [mss 1460,nop,wscale 6,nop,nop,TS val 729676479 ecr 0,sackOK,eol], length 0
 00:00:00.041144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [S.], seq 1658809771, ack 1852594191, win 28960, options [mss 1400,sackOK,TS val 2521817020 ecr 729676479,nop,wscale 7], length 0
 00:00:00.041193 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1, win 2060, options [nop,nop,TS val 729676520 ecr 2521817020], length 0
 00:00:00.373009 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 434445:435833, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.373011 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 435833:437221, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.373013 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 437221:438609, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.373094 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 434445, win 2732, options [nop,nop,TS val 729676828 ecr 2521817348], length 0
 00:00:00.373111 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 437221, win 2689, options [nop,nop,TS val 729676828 ecr 2521817348], length 0
 00:00:00.373204 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 438609, win 2776, options [nop,nop,TS val 729676828 ecr 2521817348], length 0
 00:00:00.374585 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 438609:439997, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374588 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 439997:441385, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374591 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 441385:442773, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374593 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 442773:444161, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374595 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 444161:445549, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374647 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 441385, win 2732, options [nop,nop,TS val 729676829 ecr 2521817348], length 0
 00:00:00.374670 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 444161, win 2689, options [nop,nop,TS val 729676829 ecr 2521817348], length 0
 00:00:00.374753 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 445549, win 2776, options [nop,nop,TS val 729676829 ecr 2521817348], length 0
 00:00:00.374763 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 445549:446937, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676792], length 1388: HTTP
 00:00:00.374770 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 446937:448325, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676793], length 1388: HTTP
 00:00:00.374776 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 448325:449713, ack 122, win 227, options [nop,nop,TS val 2521817348 ecr 729676793], length 1388: HTTP
 00:00:00.374822 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 448325, win 2732, options [nop,nop,TS val 729676829 ecr 2521817348], length 0
 00:00:00.374948 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 449713, win 2776, options [nop,nop,TS val 729676829 ecr 2521817348], length 0
 00:00:00.378732 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 449713:451101, ack 122, win 227, options [nop,nop,TS val 2521817356 ecr 729676800], length 1388: HTTP
 00:00:00.380058 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 451101:452489, ack 122, win 227, options [nop,nop,TS val 2521817356 ecr 729676800], length 1388: HTTP
 00:00:00.380061 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 452489:453877, ack 122, win 227, options [nop,nop,TS val 2521817357 ecr 729676801], length 1388: HTTP
 00:00:00.380064 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 453877:455265, ack 122, win 227, options [nop,nop,TS val 2521817357 ecr 729676801], length 1388: HTTP
 00:00:00.380066 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 455265:456653, ack 122, win 227, options [nop,nop,TS val 2521817357 ecr 729676801], length 1388: HTTP
 00:00:00.380068 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 456653:458041, ack 122, win 227, options [nop,nop,TS val 2521817357 ecr 729676801], length 1388: HTTP
 00:00:00.380118 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 452489, win 2754, options [nop,nop,TS val 729676834 ecr 2521817356], length 0
 00:00:00.380136 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 455265, win 2710, options [nop,nop,TS val 729676834 ecr 2521817357], length 0
 00:00:00.380144 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 458041, win 2667, options [nop,nop,TS val 729676834 ecr 2521817357], length 0
 00:00:00.380286 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 458041, win 2776, options [nop,nop,TS val 729676834 ecr 2521817357], length 0
 00:00:00.390806 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 458041:459429, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.393992 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 459429:460817, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.393998 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 460817:462205, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.394001 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 462205:463593, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.394004 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 463593:464981, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.394006 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 464981:466369, ack 122, win 227, options [nop,nop,TS val 2521817368 ecr 729676810], length 1388: HTTP
 00:00:00.394008 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 466369:467757, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394011 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 467757:469145, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394014 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 469145:470533, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394016 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 470533:471921, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394018 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 471921:473309, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394020 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 473309:474697, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394091 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 460817, win 2754, options [nop,nop,TS val 729676847 ecr 2521817368], length 0
 00:00:00.394124 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 463593, win 2710, options [nop,nop,TS val 729676847 ecr 2521817368], length 0
 00:00:00.394150 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 463593, win 2776, options [nop,nop,TS val 729676847 ecr 2521817368], length 0
 00:00:00.394162 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 466369, win 2732, options [nop,nop,TS val 729676847 ecr 2521817368], length 0
 00:00:00.394164 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 467757, win 2710, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.394172 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 470533, win 2667, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.394182 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 474697:476085, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394186 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 473309, win 2624, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.394187 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 476085:477473, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394188 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 474697, win 2602, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.394197 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 477473:478861, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.394221 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 477473, win 2559, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.394452 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 478861, win 2776, options [nop,nop,TS val 729676847 ecr 2521817369], length 0
 00:00:00.400019 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 478861:480249, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400025 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 480249:481637, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400027 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 481637:483025, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400031 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 483025:484413, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400033 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 484413:485801, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400116 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 481637, win 2732, options [nop,nop,TS val 729676853 ecr 2521817369], length 0
 00:00:00.400141 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 484413, win 2689, options [nop,nop,TS val 729676853 ecr 2521817369], length 0
 00:00:00.400186 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 485801:487189, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400192 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 487189:488577, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400196 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 488577:489965, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400198 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 489965:491353, ack 122, win 227, options [nop,nop,TS val 2521817369 ecr 729676810], length 1388: HTTP
 00:00:00.400200 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 491353:492741, ack 122, win 227, options [nop,nop,TS val 2521817371 ecr 729676813], length 1388: HTTP
 00:00:00.400203 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 492741:494129, ack 122, win 227, options [nop,nop,TS val 2521817371 ecr 729676813], length 1388: HTTP
 00:00:00.400206 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 494129:495517, ack 122, win 227, options [nop,nop,TS val 2521817371 ecr 729676813], length 1388: HTTP
 00:00:00.400209 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 495517:496905, ack 122, win 227, options [nop,nop,TS val 2521817371 ecr 729676813], length 1388: HTTP
 00:00:00.400214 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 485801, win 2776, options [nop,nop,TS val 729676853 ecr 2521817369], length 0
 00:00:00.400239 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 488577, win 2732, options [nop,nop,TS val 729676853 ecr 2521817369], length 0
 00:00:00.400254 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 491353, win 2689, options [nop,nop,TS val 729676853 ecr 2521817369], length 0
 00:00:00.400266 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 494129, win 2645, options [nop,nop,TS val 729676853 ecr 2521817371], length 0
 00:00:00.400280 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 496905, win 2602, options [nop,nop,TS val 729676853 ecr 2521817371], length 0
 00:00:00.400436 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 496905, win 2776, options [nop,nop,TS val 729676853 ecr 2521817371], length 0
 00:00:00.400611 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 496905:498293, ack 122, win 227, options [nop,nop,TS val 2521817378 ecr 729676820], length 1388: HTTP
 00:00:00.406548 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 498293:499681, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.406599 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 499681, win 2754, options [nop,nop,TS val 729676859 ecr 2521817378], length 0
 00:00:00.407930 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 499681:501069, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.407934 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 501069:502457, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.407936 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 502457:503845, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.408023 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 502457, win 2732, options [nop,nop,TS val 729676860 ecr 2521817385], length 0
 00:00:00.408102 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 503845:505233, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.408148 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 505233, win 2689, options [nop,nop,TS val 729676860 ecr 2521817385], length 0
 00:00:00.408213 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 505233, win 2776, options [nop,nop,TS val 729676860 ecr 2521817385], length 0
 00:00:00.409481 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 505233:506621, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.409486 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 506621:508009, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.409488 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 508009:509397, ack 122, win 227, options [nop,nop,TS val 2521817385 ecr 729676826], length 1388: HTTP
 00:00:00.409490 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 509397:510785, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.409492 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 510785:512173, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.409550 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 508009, win 2732, options [nop,nop,TS val 729676861 ecr 2521817385], length 0
 00:00:00.409572 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 510785, win 2689, options [nop,nop,TS val 729676861 ecr 2521817385], length 0
 00:00:00.409580 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 512173:513561, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.409592 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 513561, win 2645, options [nop,nop,TS val 729676861 ecr 2521817386], length 0
 00:00:00.409626 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 513561, win 2776, options [nop,nop,TS val 729676861 ecr 2521817386], length 0
 00:00:00.411751 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 513561:514949, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.416517 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 514949:516337, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.416521 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 516337:517725, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.416523 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 517725:519113, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.416525 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 519113:520501, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676826], length 1388: HTTP
 00:00:00.416527 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 520501:521889, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416529 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 521889:523277, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416531 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 523277:524665, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416533 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 524665:526053, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416535 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 526053:527441, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416537 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 527441:528829, ack 122, win 227, options [nop,nop,TS val 2521817386 ecr 729676827], length 1388: HTTP
 00:00:00.416539 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 528829:530217, ack 122, win 227, options [nop,nop,TS val 2521817388 ecr 729676828], length 1388: HTTP
